;case;activity;time;start_timestamp
1759;433;f_1;05/01/2015 07.04.16;05/01/2015 07.04.16
1760;434;b_1;05/01/2015 06.59.29;05/01/2015 06.59.29
1761;434;d_1;05/01/2015 07.02.08;05/01/2015 07.02.08
1762;434;e_1;05/01/2015 07.02.55;05/01/2015 07.02.55
1763;434;g_1;05/01/2015 07.03.51;05/01/2015 07.03.51
1764;435;b_1;05/01/2015 07.01.43;05/01/2015 07.01.43
1765;435;d_1;05/01/2015 07.02.31;05/01/2015 07.02.31
1766;435;e_1;05/01/2015 07.03.04;05/01/2015 07.03.04
1767;435;g_1;05/01/2015 07.03.48;05/01/2015 07.03.48
1768;436;b_1;05/01/2015 07.03.32;05/01/2015 07.03.32
1769;436;d_1;05/01/2015 07.03.48;05/01/2015 07.03.48
1770;436;e_1;05/01/2015 07.04.38;05/01/2015 07.04.38
1771;436;g_1;05/01/2015 07.08.01;05/01/2015 07.08.01
1772;437;a_1;05/01/2015 07.04.26;05/01/2015 07.04.26
1773;437;d_1;05/01/2015 07.04.32;05/01/2015 07.04.32
1774;437;c_1;05/01/2015 07.07.42;05/01/2015 07.07.42
1775;437;f_1;05/01/2015 07.08.19;05/01/2015 07.08.19
1776;438;b_1;05/01/2015 07.05.51;05/01/2015 07.05.51
1777;438;e_1;05/01/2015 07.06.07;05/01/2015 07.06.07
1778;438;d_1;05/01/2015 07.06.15;05/01/2015 07.06.15
1779;438;g_1;05/01/2015 07.07.30;05/01/2015 07.07.30
1780;439;b_1;05/01/2015 07.07.35;05/01/2015 07.07.35
1781;439;d_1;05/01/2015 07.07.45;05/01/2015 07.07.45
1782;439;e_1;05/01/2015 07.09.22;05/01/2015 07.09.22
1783;439;g_1;05/01/2015 07.10.15;05/01/2015 07.10.15
1784;440;a_1;05/01/2015 07.07.44;05/01/2015 07.07.44
1785;440;c_1;05/01/2015 07.07.51;05/01/2015 07.07.51
1786;440;d_1;05/01/2015 07.08.47;05/01/2015 07.08.47
1787;440;f_1;05/01/2015 07.13.54;05/01/2015 07.13.54
1788;441;b_1;05/01/2015 07.07.56;05/01/2015 07.07.56
1789;441;e_1;05/01/2015 07.08.21;05/01/2015 07.08.21
1790;441;d_1;05/01/2015 07.08.32;05/01/2015 07.08.32
1791;441;g_1;05/01/2015 07.09.45;05/01/2015 07.09.45
1792;442;b_1;05/01/2015 07.11.40;05/01/2015 07.11.40
1793;442;d_1;05/01/2015 07.13.02;05/01/2015 07.13.02
1794;442;e_1;05/01/2015 07.14.05;05/01/2015 07.14.05
1795;442;g_1;05/01/2015 07.16.15;05/01/2015 07.16.15
1796;443;a_1;05/01/2015 07.10.28;05/01/2015 07.10.28
1797;443;d_1;05/01/2015 07.10.36;05/01/2015 07.10.36
1798;443;c_1;05/01/2015 07.11.00;05/01/2015 07.11.00
1799;443;f_1;05/01/2015 07.15.38;05/01/2015 07.15.38
1800;444;b_1;05/01/2015 07.11.43;05/01/2015 07.11.43
1801;444;e_1;05/01/2015 07.11.55;05/01/2015 07.11.55
1802;444;d_1;05/01/2015 07.12.25;05/01/2015 07.12.25
1803;444;g_1;05/01/2015 07.13.35;05/01/2015 07.13.35
1804;445;a_1;05/01/2015 07.12.45;05/01/2015 07.12.45
1805;445;d_1;05/01/2015 07.13.16;05/01/2015 07.13.16
1806;445;c_1;05/01/2015 07.14.03;05/01/2015 07.14.03
1807;445;f_1;05/01/2015 07.14.40;05/01/2015 07.14.40
1808;446;b_1;05/01/2015 07.13.11;05/01/2015 07.13.11
1809;446;d_1;05/01/2015 07.13.21;05/01/2015 07.13.21
1810;446;e_1;05/01/2015 07.13.47;05/01/2015 07.13.47
1811;446;g_1;05/01/2015 07.14.19;05/01/2015 07.14.19
1812;447;b_1;05/01/2015 07.13.46;05/01/2015 07.13.46
1813;447;d_1;05/01/2015 07.14.45;05/01/2015 07.14.45
1814;447;e_1;05/01/2015 07.14.57;05/01/2015 07.14.57
1815;447;g_1;05/01/2015 07.15.56;05/01/2015 07.15.56
1816;448;b_1;05/01/2015 07.15.06;05/01/2015 07.15.06
1817;448;d_1;05/01/2015 07.15.13;05/01/2015 07.15.13
1818;448;e_1;05/01/2015 07.16.25;05/01/2015 07.16.25
1819;448;g_1;05/01/2015 07.17.32;05/01/2015 07.17.32
1820;449;a_1;05/01/2015 07.16.22;05/01/2015 07.16.22
1821;449;c_1;05/01/2015 07.16.23;05/01/2015 07.16.23
1822;449;d_1;05/01/2015 07.16.47;05/01/2015 07.16.47
1823;449;f_1;05/01/2015 07.17.24;05/01/2015 07.17.24
1824;450;a_1;05/01/2015 07.16.56;05/01/2015 07.16.56
1825;450;c_1;05/01/2015 07.17.00;05/01/2015 07.17.00
1826;450;d_1;05/01/2015 07.17.06;05/01/2015 07.17.06
1827;450;f_1;05/01/2015 07.18.53;05/01/2015 07.18.53
1828;451;a_1;05/01/2015 07.17.20;05/01/2015 07.17.20
1829;451;d_1;05/01/2015 07.17.29;05/01/2015 07.17.29
1830;451;c_1;05/01/2015 07.17.33;05/01/2015 07.17.33
1831;451;f_1;05/01/2015 07.18.47;05/01/2015 07.18.47
1832;452;a_1;05/01/2015 07.17.16;05/01/2015 07.17.16
1833;452;c_1;05/01/2015 07.17.35;05/01/2015 07.17.35
1834;452;d_1;05/01/2015 07.17.46;05/01/2015 07.17.46
1835;452;f_1;05/01/2015 07.21.45;05/01/2015 07.21.45
1836;453;b_1;05/01/2015 07.17.10;05/01/2015 07.17.10
1837;453;e_1;05/01/2015 07.17.31;05/01/2015 07.17.31
1838;453;d_1;05/01/2015 07.18.54;05/01/2015 07.18.54
1839;453;g_1;05/01/2015 07.19.01;05/01/2015 07.19.01
1840;454;a_1;05/01/2015 07.18.10;05/01/2015 07.18.10
1841;454;c_1;05/01/2015 07.19.14;05/01/2015 07.19.14
1842;454;d_1;05/01/2015 07.19.31;05/01/2015 07.19.31
1843;454;f_1;05/01/2015 07.19.40;05/01/2015 07.19.40
1844;455;a_1;05/01/2015 07.18.47;05/01/2015 07.18.47
1845;455;d_1;05/01/2015 07.19.18;05/01/2015 07.19.18
1846;455;c_1;05/01/2015 07.19.38;05/01/2015 07.19.38
1847;455;f_1;05/01/2015 07.20.42;05/01/2015 07.20.42
1848;456;b_1;05/01/2015 07.20.52;05/01/2015 07.20.52
1849;456;d_1;05/01/2015 07.21.04;05/01/2015 07.21.04
1850;456;e_1;05/01/2015 07.21.34;05/01/2015 07.21.34
1851;456;g_1;05/01/2015 07.22.28;05/01/2015 07.22.28
1852;457;b_1;05/01/2015 07.22.55;05/01/2015 07.22.55
1853;457;e_1;05/01/2015 07.22.57;05/01/2015 07.22.57
1854;457;d_1;05/01/2015 07.27.20;05/01/2015 07.27.20
1855;457;g_1;05/01/2015 07.28.00;05/01/2015 07.28.00
1856;458;b_1;05/01/2015 07.22.06;05/01/2015 07.22.06
1857;458;d_1;05/01/2015 07.22.17;05/01/2015 07.22.17
1858;458;e_1;05/01/2015 07.23.24;05/01/2015 07.23.24
1859;458;g_1;05/01/2015 07.24.32;05/01/2015 07.24.32
1860;459;a_1;05/01/2015 07.22.07;05/01/2015 07.22.07
1861;459;d_1;05/01/2015 07.22.12;05/01/2015 07.22.12
1862;459;c_1;05/01/2015 07.23.14;05/01/2015 07.23.14
1863;459;f_1;05/01/2015 07.25.12;05/01/2015 07.25.12
1864;460;a_1;05/01/2015 07.22.30;05/01/2015 07.22.30
1865;460;c_1;05/01/2015 07.23.43;05/01/2015 07.23.43
1866;460;d_1;05/01/2015 07.24.29;05/01/2015 07.24.29
1867;460;f_1;05/01/2015 07.25.06;05/01/2015 07.25.06
1868;461;b_1;05/01/2015 07.23.08;05/01/2015 07.23.08
1869;461;d_1;05/01/2015 07.23.35;05/01/2015 07.23.35
1870;461;e_1;05/01/2015 07.24.13;05/01/2015 07.24.13
1871;461;g_1;05/01/2015 07.25.39;05/01/2015 07.25.39
1872;462;b_1;05/01/2015 07.23.22;05/01/2015 07.23.22
1873;462;e_1;05/01/2015 07.24.01;05/01/2015 07.24.01
1874;462;x_1;05/01/2015 07.24.48;05/01/2015 07.24.48
1875;462;d_1;05/01/2015 07.25.02;05/01/2015 07.25.02
1876;462;g_1;05/01/2015 07.25.09;05/01/2015 07.25.09
1877;463;a_1;05/01/2015 07.24.01;05/01/2015 07.24.01
1878;463;d_1;05/01/2015 07.24.17;05/01/2015 07.24.17
1879;463;c_1;05/01/2015 07.26.14;05/01/2015 07.26.14
1880;463;f_1;05/01/2015 07.26.46;05/01/2015 07.26.46
1881;464;b_1;05/01/2015 07.24.27;05/01/2015 07.24.27
1882;464;e_1;05/01/2015 07.24.48;05/01/2015 07.24.48
1883;464;d_1;05/01/2015 07.24.54;05/01/2015 07.24.54
1884;464;g_1;05/01/2015 07.26.05;05/01/2015 07.26.05
1885;465;b_1;05/01/2015 07.26.35;05/01/2015 07.26.35
1886;465;d_1;05/01/2015 07.26.41;05/01/2015 07.26.41
1887;465;e_1;05/01/2015 07.27.22;05/01/2015 07.27.22
1888;465;g_1;05/01/2015 07.27.36;05/01/2015 07.27.36
1889;466;a_1;05/01/2015 07.27.18;05/01/2015 07.27.18
1890;466;c_1;05/01/2015 07.27.30;05/01/2015 07.27.30
1891;466;d_1;05/01/2015 07.29.13;05/01/2015 07.29.13
1892;466;f_1;05/01/2015 07.30.09;05/01/2015 07.30.09
1893;467;b_1;05/01/2015 07.28.46;05/01/2015 07.28.46
1894;467;d_1;05/01/2015 07.29.20;05/01/2015 07.29.20
1895;467;e_1;05/01/2015 07.33.05;05/01/2015 07.33.05
1896;467;g_1;05/01/2015 07.33.35;05/01/2015 07.33.35
1897;468;b_1;05/01/2015 07.28.26;05/01/2015 07.28.26
1898;468;d_1;05/01/2015 07.29.35;05/01/2015 07.29.35
1899;468;e_1;05/01/2015 07.33.28;05/01/2015 07.33.28
1900;468;g_1;05/01/2015 07.34.34;05/01/2015 07.34.34
1901;469;a_1;05/01/2015 07.31.53;05/01/2015 07.31.53
1902;469;d_1;05/01/2015 07.31.59;05/01/2015 07.31.59
1903;469;c_1;05/01/2015 07.33.44;05/01/2015 07.33.44
1904;469;f_1;05/01/2015 07.34.51;05/01/2015 07.34.51
1905;470;b_1;05/01/2015 07.31.56;05/01/2015 07.31.56
1906;470;d_1;05/01/2015 07.32.13;05/01/2015 07.32.13
1907;470;e_1;05/01/2015 07.32.49;05/01/2015 07.32.49
1908;470;g_1;05/01/2015 07.33.18;05/01/2015 07.33.18
1909;471;b_1;05/01/2015 07.33.47;05/01/2015 07.33.47
1910;471;d_1;05/01/2015 07.35.12;05/01/2015 07.35.12
1911;471;e_1;05/01/2015 07.38.51;05/01/2015 07.38.51
1912;471;g_1;05/01/2015 07.43.00;05/01/2015 07.43.00
1913;472;a_1;05/01/2015 07.35.27;05/01/2015 07.35.27
1914;472;d_1;05/01/2015 07.35.29;05/01/2015 07.35.29
1915;472;x_1;05/01/2015 07.35.37;05/01/2015 07.35.37
1916;472;c_1;05/01/2015 07.35.37;05/01/2015 07.35.37
1917;472;f_1;05/01/2015 07.36.46;05/01/2015 07.36.46
1918;473;a_1;05/01/2015 07.35.43;05/01/2015 07.35.43
1919;473;d_1;05/01/2015 07.37.01;05/01/2015 07.37.01
1920;473;c_1;05/01/2015 07.39.22;05/01/2015 07.39.22
1921;473;f_1;05/01/2015 07.39.31;05/01/2015 07.39.31
1922;474;b_1;05/01/2015 07.38.46;05/01/2015 07.38.46
1923;474;e_1;05/01/2015 07.39.00;05/01/2015 07.39.00
1924;474;d_1;05/01/2015 07.39.12;05/01/2015 07.39.12
1925;474;g_1;05/01/2015 07.40.02;05/01/2015 07.40.02
1926;475;a_1;05/01/2015 07.41.32;05/01/2015 07.41.32
1927;475;c_1;05/01/2015 07.42.40;05/01/2015 07.42.40
1928;475;d_1;05/01/2015 07.42.54;05/01/2015 07.42.54
1929;475;f_1;05/01/2015 07.44.23;05/01/2015 07.44.23
1930;476;b_1;05/01/2015 07.45.55;05/01/2015 07.45.55
1931;476;e_1;05/01/2015 07.46.35;05/01/2015 07.46.35
1932;476;d_1;05/01/2015 07.47.02;05/01/2015 07.47.02
1933;476;g_1;05/01/2015 07.48.11;05/01/2015 07.48.11
1934;477;a_1;05/01/2015 07.42.11;05/01/2015 07.42.11
1935;477;d_1;05/01/2015 07.42.29;05/01/2015 07.42.29
1936;477;c_1;05/01/2015 07.42.53;05/01/2015 07.42.53
1937;477;f_1;05/01/2015 07.43.04;05/01/2015 07.43.04
1938;478;b_1;05/01/2015 07.42.10;05/01/2015 07.42.10
1939;478;e_1;05/01/2015 07.42.47;05/01/2015 07.42.47
1940;478;d_1;05/01/2015 07.43.43;05/01/2015 07.43.43
1941;478;g_1;05/01/2015 07.45.02;05/01/2015 07.45.02
1942;479;a_1;05/01/2015 07.45.18;05/01/2015 07.45.18
1943;479;c_1;05/01/2015 07.45.42;05/01/2015 07.45.42
1944;479;d_1;05/01/2015 07.47.09;05/01/2015 07.47.09
1945;479;f_1;05/01/2015 07.47.36;05/01/2015 07.47.36
1946;480;b_1;05/01/2015 07.46.46;05/01/2015 07.46.46
1947;480;e_1;05/01/2015 07.46.47;05/01/2015 07.46.47
1948;480;d_1;05/01/2015 07.50.47;05/01/2015 07.50.47
1949;480;g_1;05/01/2015 07.51.23;05/01/2015 07.51.23
1950;481;b_1;05/01/2015 07.46.17;05/01/2015 07.46.17
1951;481;e_1;05/01/2015 07.46.37;05/01/2015 07.46.37
1952;481;d_1;05/01/2015 07.46.43;05/01/2015 07.46.43
1953;481;g_1;05/01/2015 07.47.01;05/01/2015 07.47.01
1954;482;b_1;05/01/2015 07.47.40;05/01/2015 07.47.40
1955;482;d_1;05/01/2015 07.49.22;05/01/2015 07.49.22
1956;482;e_1;05/01/2015 07.51.32;05/01/2015 07.51.32
1957;482;g_1;05/01/2015 07.52.03;05/01/2015 07.52.03
1958;483;b_1;05/01/2015 07.51.16;05/01/2015 07.51.16
1959;483;e_1;05/01/2015 07.51.40;05/01/2015 07.51.40
1960;483;d_1;05/01/2015 07.52.27;05/01/2015 07.52.27
1961;483;g_1;05/01/2015 07.52.28;05/01/2015 07.52.28
1962;484;b_1;05/01/2015 07.53.06;05/01/2015 07.53.06
1963;484;d_1;05/01/2015 07.53.16;05/01/2015 07.53.16
1964;484;e_1;05/01/2015 07.54.58;05/01/2015 07.54.58
1965;484;g_1;05/01/2015 07.56.32;05/01/2015 07.56.32
1966;485;a_1;05/01/2015 07.56.55;05/01/2015 07.56.55
1967;485;c_1;05/01/2015 07.57.06;05/01/2015 07.57.06
1968;485;d_1;05/01/2015 07.57.18;05/01/2015 07.57.18
1969;485;f_1;05/01/2015 07.58.07;05/01/2015 07.58.07
1970;486;b_1;05/01/2015 07.55.02;05/01/2015 07.55.02
1971;486;e_1;05/01/2015 07.55.39;05/01/2015 07.55.39
1972;486;d_1;05/01/2015 07.57.41;05/01/2015 07.57.41
1973;486;g_1;05/01/2015 07.58.16;05/01/2015 07.58.16
1974;487;a_1;05/01/2015 07.55.07;05/01/2015 07.55.07
1975;487;c_1;05/01/2015 07.55.55;05/01/2015 07.55.55
1976;487;d_1;05/01/2015 07.56.50;05/01/2015 07.56.50
1977;487;f_1;05/01/2015 07.57.46;05/01/2015 07.57.46
1978;488;b_1;05/01/2015 07.56.06;05/01/2015 07.56.06
1979;488;e_1;05/01/2015 07.56.10;05/01/2015 07.56.10
1980;488;x_1;05/01/2015 07.58.10;05/01/2015 07.58.10
1981;488;x_1;05/01/2015 08.00.03;05/01/2015 08.00.03
1982;488;d_1;05/01/2015 08.00.07;05/01/2015 08.00.07
1983;488;g_1;05/01/2015 08.01.31;05/01/2015 08.01.31
1984;489;a_1;05/01/2015 07.59.34;05/01/2015 07.59.34
1985;489;x_1;05/01/2015 08.00.27;05/01/2015 08.00.27
1986;489;c_1;05/01/2015 08.00.27;05/01/2015 08.00.27
1987;489;d_1;05/01/2015 08.00.54;05/01/2015 08.00.54
1988;489;f_1;05/01/2015 08.02.05;05/01/2015 08.02.05
1989;490;a_1;05/01/2015 07.58.43;05/01/2015 07.58.43
1990;490;c_1;05/01/2015 07.58.55;05/01/2015 07.58.55
1991;490;d_1;05/01/2015 07.59.10;05/01/2015 07.59.10
1992;490;f_1;05/01/2015 08.00.07;05/01/2015 08.00.07
1993;491;b_1;05/01/2015 07.59.36;05/01/2015 07.59.36
1994;491;e_1;05/01/2015 07.59.39;05/01/2015 07.59.39
1995;491;d_1;05/01/2015 08.02.16;05/01/2015 08.02.16
1996;491;g_1;05/01/2015 08.03.34;05/01/2015 08.03.34
1997;492;a_1;05/01/2015 08.02.05;05/01/2015 08.02.05
1998;492;c_1;05/01/2015 08.03.03;05/01/2015 08.03.03
1999;492;d_1;05/01/2015 08.04.05;05/01/2015 08.04.05
2000;492;f_1;05/01/2015 08.05.37;05/01/2015 08.05.37
2001;493;a_1;05/01/2015 08.01.17;05/01/2015 08.01.17
2002;493;c_1;05/01/2015 08.01.19;05/01/2015 08.01.19
2003;493;d_1;05/01/2015 08.03.41;05/01/2015 08.03.41
2004;493;f_1;05/01/2015 08.04.08;05/01/2015 08.04.08
2005;494;b_1;05/01/2015 08.01.39;05/01/2015 08.01.39
2006;494;d_1;05/01/2015 08.02.15;05/01/2015 08.02.15
2007;494;e_1;05/01/2015 08.03.18;05/01/2015 08.03.18
2008;494;g_1;05/01/2015 08.05.00;05/01/2015 08.05.00
2009;495;b_1;05/01/2015 08.02.50;05/01/2015 08.02.50
2010;495;d_1;05/01/2015 08.03.42;05/01/2015 08.03.42
2011;495;e_1;05/01/2015 08.04.39;05/01/2015 08.04.39
2012;495;g_1;05/01/2015 08.04.52;05/01/2015 08.04.52
2013;496;b_1;05/01/2015 08.06.03;05/01/2015 08.06.03
2014;496;d_1;05/01/2015 08.06.17;05/01/2015 08.06.17
2015;496;e_1;05/01/2015 08.06.42;05/01/2015 08.06.42
2016;496;g_1;05/01/2015 08.06.46;05/01/2015 08.06.46
2017;497;b_1;05/01/2015 08.05.55;05/01/2015 08.05.55
2018;497;e_1;05/01/2015 08.06.25;05/01/2015 08.06.25
2019;497;d_1;05/01/2015 08.07.07;05/01/2015 08.07.07
2020;497;g_1;05/01/2015 08.09.00;05/01/2015 08.09.00
2021;498;a_1;05/01/2015 08.07.50;05/01/2015 08.07.50
2022;498;c_1;05/01/2015 08.07.53;05/01/2015 08.07.53
2023;498;d_1;05/01/2015 08.08.08;05/01/2015 08.08.08
2024;498;f_1;05/01/2015 08.09.51;05/01/2015 08.09.51
2025;499;a_1;05/01/2015 08.09.33;05/01/2015 08.09.33
2026;499;c_1;05/01/2015 08.09.57;05/01/2015 08.09.57
2027;499;d_1;05/01/2015 08.11.26;05/01/2015 08.11.26
2028;499;f_1;05/01/2015 08.11.32;05/01/2015 08.11.32
2029;500;b_1;05/01/2015 08.12.50;05/01/2015 08.12.50
2030;500;e_1;05/01/2015 08.13.43;05/01/2015 08.13.43
2031;500;d_1;05/01/2015 08.14.01;05/01/2015 08.14.01
2032;500;x_1;05/01/2015 08.14.05;05/01/2015 08.14.05
2033;500;x_1;05/01/2015 08.16.18;05/01/2015 08.16.18
2034;500;g_1;05/01/2015 08.16.28;05/01/2015 08.16.28
2035;501;a_1;05/01/2015 08.12.26;05/01/2015 08.12.26
2036;501;d_1;05/01/2015 08.12.30;05/01/2015 08.12.30
2037;501;c_1;05/01/2015 08.13.12;05/01/2015 08.13.12
2038;501;f_1;05/01/2015 08.15.03;05/01/2015 08.15.03
2039;502;a_1;05/01/2015 08.12.54;05/01/2015 08.12.54
2040;502;d_1;05/01/2015 08.13.20;05/01/2015 08.13.20
2041;502;c_1;05/01/2015 08.14.12;05/01/2015 08.14.12
2042;502;f_1;05/01/2015 08.14.25;05/01/2015 08.14.25
2043;503;b_1;05/01/2015 08.13.29;05/01/2015 08.13.29
2044;503;e_1;05/01/2015 08.13.42;05/01/2015 08.13.42
2045;503;d_1;05/01/2015 08.17.26;05/01/2015 08.17.26
2046;503;g_1;05/01/2015 08.18.35;05/01/2015 08.18.35
2047;504;a_1;05/01/2015 08.14.32;05/01/2015 08.14.32
2048;504;c_1;05/01/2015 08.15.38;05/01/2015 08.15.38
2049;504;d_1;05/01/2015 08.16.31;05/01/2015 08.16.31
2050;504;f_1;05/01/2015 08.17.58;05/01/2015 08.17.58
2051;505;b_1;05/01/2015 08.15.36;05/01/2015 08.15.36
2052;505;e_1;05/01/2015 08.17.07;05/01/2015 08.17.07
2053;505;d_1;05/01/2015 08.17.42;05/01/2015 08.17.42
2054;505;g_1;05/01/2015 08.18.57;05/01/2015 08.18.57
2055;506;a_1;05/01/2015 08.14.34;05/01/2015 08.14.34
2056;506;x_1;05/01/2015 08.14.48;05/01/2015 08.14.48
2057;506;c_1;05/01/2015 08.14.48;05/01/2015 08.14.48
2058;506;d_1;05/01/2015 08.16.53;05/01/2015 08.16.53
2059;506;f_1;05/01/2015 08.19.04;05/01/2015 08.19.04
2060;507;a_1;05/01/2015 08.15.05;05/01/2015 08.15.05
2061;507;d_1;05/01/2015 08.15.08;05/01/2015 08.15.08
2062;507;c_1;05/01/2015 08.16.13;05/01/2015 08.16.13
2063;507;f_1;05/01/2015 08.16.44;05/01/2015 08.16.44
2064;508;b_1;05/01/2015 08.15.47;05/01/2015 08.15.47
2065;508;d_1;05/01/2015 08.15.50;05/01/2015 08.15.50
2066;508;e_1;05/01/2015 08.16.18;05/01/2015 08.16.18
2067;508;g_1;05/01/2015 08.16.20;05/01/2015 08.16.20
2068;509;b_1;05/01/2015 08.19.22;05/01/2015 08.19.22
2069;509;d_1;05/01/2015 08.19.34;05/01/2015 08.19.34
2070;509;e_1;05/01/2015 08.21.37;05/01/2015 08.21.37
2071;509;g_1;05/01/2015 08.23.14;05/01/2015 08.23.14
2072;510;a_1;05/01/2015 08.19.11;05/01/2015 08.19.11
2073;510;c_1;05/01/2015 08.20.16;05/01/2015 08.20.16
2074;510;d_1;05/01/2015 08.20.27;05/01/2015 08.20.27
2075;510;f_1;05/01/2015 08.21.57;05/01/2015 08.21.57
2076;511;a_1;05/01/2015 08.18.13;05/01/2015 08.18.13
2077;511;d_1;05/01/2015 08.18.21;05/01/2015 08.18.21
2078;511;c_1;05/01/2015 08.19.23;05/01/2015 08.19.23
2079;511;f_1;05/01/2015 08.20.53;05/01/2015 08.20.53
2080;512;a_1;05/01/2015 08.21.43;05/01/2015 08.21.43
2081;512;d_1;05/01/2015 08.22.03;05/01/2015 08.22.03
2082;512;c_1;05/01/2015 08.22.51;05/01/2015 08.22.51
2083;512;f_1;05/01/2015 08.23.26;05/01/2015 08.23.26
2084;513;a_1;05/01/2015 08.24.58;05/01/2015 08.24.58
2085;513;d_1;05/01/2015 08.25.05;05/01/2015 08.25.05
2086;513;c_1;05/01/2015 08.26.51;05/01/2015 08.26.51
2087;513;f_1;05/01/2015 08.26.56;05/01/2015 08.26.56
2088;514;b_1;05/01/2015 08.25.13;05/01/2015 08.25.13
2089;514;d_1;05/01/2015 08.25.28;05/01/2015 08.25.28
2090;514;e_1;05/01/2015 08.26.51;05/01/2015 08.26.51
2091;514;g_1;05/01/2015 08.28.04;05/01/2015 08.28.04
2092;515;b_1;05/01/2015 08.25.45;05/01/2015 08.25.45
2093;515;d_1;05/01/2015 08.26.15;05/01/2015 08.26.15
2094;515;e_1;05/01/2015 08.26.53;05/01/2015 08.26.53
2095;515;g_1;05/01/2015 08.27.42;05/01/2015 08.27.42
2096;516;b_1;05/01/2015 08.27.05;05/01/2015 08.27.05
2097;516;d_1;05/01/2015 08.27.11;05/01/2015 08.27.11
2098;516;e_1;05/01/2015 08.31.20;05/01/2015 08.31.20
2099;516;g_1;05/01/2015 08.31.42;05/01/2015 08.31.42
2100;517;b_1;05/01/2015 08.27.32;05/01/2015 08.27.32
2101;517;d_1;05/01/2015 08.27.51;05/01/2015 08.27.51
2102;517;e_1;05/01/2015 08.30.44;05/01/2015 08.30.44
2103;517;x_1;05/01/2015 08.34.24;05/01/2015 08.34.24
2104;517;g_1;05/01/2015 08.34.24;05/01/2015 08.34.24
2105;518;b_1;05/01/2015 08.29.49;05/01/2015 08.29.49
2106;518;d_1;05/01/2015 08.31.04;05/01/2015 08.31.04
2107;518;e_1;05/01/2015 08.31.31;05/01/2015 08.31.31
2108;518;g_1;05/01/2015 08.32.46;05/01/2015 08.32.46
2109;519;b_1;05/01/2015 08.33.27;05/01/2015 08.33.27
2110;519;e_1;05/01/2015 08.33.45;05/01/2015 08.33.45
2111;519;d_1;05/01/2015 08.34.33;05/01/2015 08.34.33
2112;519;g_1;05/01/2015 08.34.39;05/01/2015 08.34.39
2113;520;b_1;05/01/2015 08.35.45;05/01/2015 08.35.45
2114;520;e_1;05/01/2015 08.36.22;05/01/2015 08.36.22
2115;520;x_1;05/01/2015 08.38.30;05/01/2015 08.38.30
2116;520;d_1;05/01/2015 08.39.02;05/01/2015 08.39.02
2117;520;g_1;05/01/2015 08.39.26;05/01/2015 08.39.26
2118;521;b_1;05/01/2015 08.37.42;05/01/2015 08.37.42
2119;521;d_1;05/01/2015 08.38.06;05/01/2015 08.38.06
2120;521;e_1;05/01/2015 08.41.10;05/01/2015 08.41.10
2121;521;g_1;05/01/2015 08.41.37;05/01/2015 08.41.37
2122;522;b_1;05/01/2015 08.37.42;05/01/2015 08.37.42
2123;522;d_1;05/01/2015 08.38.18;05/01/2015 08.38.18
2124;522;e_1;05/01/2015 08.38.30;05/01/2015 08.38.30
2125;522;g_1;05/01/2015 08.39.27;05/01/2015 08.39.27
2126;523;b_1;05/01/2015 08.42.27;05/01/2015 08.42.27
2127;523;e_1;05/01/2015 08.42.29;05/01/2015 08.42.29
2128;523;d_1;05/01/2015 08.43.13;05/01/2015 08.43.13
2129;523;g_1;05/01/2015 08.47.18;05/01/2015 08.47.18
2130;524;a_1;05/01/2015 08.43.26;05/01/2015 08.43.26
2131;524;c_1;05/01/2015 08.43.32;05/01/2015 08.43.32
2132;524;d_1;05/01/2015 08.44.17;05/01/2015 08.44.17
2133;524;f_1;05/01/2015 08.44.22;05/01/2015 08.44.22
2134;525;b_1;05/01/2015 08.41.34;05/01/2015 08.41.34
2135;525;d_1;05/01/2015 08.42.24;05/01/2015 08.42.24
2136;525;e_1;05/01/2015 08.42.47;05/01/2015 08.42.47
2137;525;g_1;05/01/2015 08.44.01;05/01/2015 08.44.01
2138;526;a_1;05/01/2015 08.39.45;05/01/2015 08.39.45
2139;526;d_1;05/01/2015 08.40.36;05/01/2015 08.40.36
2140;526;c_1;05/01/2015 08.40.53;05/01/2015 08.40.53
2141;526;f_1;05/01/2015 08.41.45;05/01/2015 08.41.45
2142;527;a_1;05/01/2015 08.40.23;05/01/2015 08.40.23
2143;527;c_1;05/01/2015 08.40.27;05/01/2015 08.40.27
2144;527;d_1;05/01/2015 08.40.44;05/01/2015 08.40.44
2145;527;f_1;05/01/2015 08.40.56;05/01/2015 08.40.56
2146;528;a_1;05/01/2015 08.42.43;05/01/2015 08.42.43
2147;528;c_1;05/01/2015 08.42.54;05/01/2015 08.42.54
2148;528;d_1;05/01/2015 08.43.11;05/01/2015 08.43.11
2149;528;f_1;05/01/2015 08.45.32;05/01/2015 08.45.32
2150;529;a_1;05/01/2015 08.43.43;05/01/2015 08.43.43
2151;529;d_1;05/01/2015 08.46.07;05/01/2015 08.46.07
2152;529;c_1;05/01/2015 08.48.10;05/01/2015 08.48.10
2153;529;f_1;05/01/2015 08.48.21;05/01/2015 08.48.21
2154;530;a_1;05/01/2015 08.43.41;05/01/2015 08.43.41
2155;530;d_1;05/01/2015 08.43.55;05/01/2015 08.43.55
2156;530;x_1;05/01/2015 08.45.18;05/01/2015 08.45.18
2157;530;c_1;05/01/2015 08.45.18;05/01/2015 08.45.18
